epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,976.305,0.663,0.74386,0.52927,0.94832,0.79222,0.94063,0.94398,0.73206,0.79636,0.93642,0.94359,0.74238,0.6674,0.73731,0.97859,0.94511,0.00750003,0.00750003,0.00750003
27,1012.19,0.65402,0.74783,0.5297,0.94098,0.92357,0.89797,0.9409,0.74273,0.92786,0.88079,0.93587,0.75723,0.63615,0.7431,0.57499,0.94616,0.00740003,0.00740003,0.00740003
28,1049.43,0.63594,0.69781,0.51173,0.94119,0.91722,0.91727,0.95594,0.73416,0.90186,0.90416,0.93704,0.74247,0.65825,0.73684,0.56936,0.93347,0.00730003,0.00730003,0.00730003
29,1085.35,0.64556,0.74295,0.51807,0.94183,0.92242,0.93251,0.94971,0.75246,0.91466,0.92574,0.94789,0.75493,0.61113,0.75255,0.51183,0.91555,0.00720003,0.00720003,0.00720003
30,1120.52,0.64649,0.71964,0.52949,0.94396,0.89182,0.91947,0.93751,0.74112,0.89923,0.92672,0.9427,0.75497,0.65907,0.72089,0.53815,0.92981,0.00710003,0.00710003,0.00710003
31,1157.1,0.63383,0.71392,0.50907,0.9318,0.94362,0.91646,0.95282,0.75941,0.93881,0.91738,0.94533,0.75834,0.62372,0.7624,0.47432,0.92503,0.00700003,0.00700003,0.00700003
32,1193.88,0.63365,0.71479,0.51827,0.9411,0.91626,0.92105,0.95938,0.76162,0.90718,0.92319,0.95405,0.7525,0.61609,0.70045,0.59667,0.91566,0.00690003,0.00690003,0.00690003
33,1230.13,0.61093,0.70401,0.49389,0.92161,0.96411,0.92415,0.95726,0.7665,0.96543,0.92052,0.95458,0.75681,0.58656,0.73939,0.49999,0.91206,0.00680003,0.00680003,0.00680003
34,1265.52,0.61545,0.69726,0.49292,0.93458,0.89983,0.91947,0.94549,0.75571,0.89983,0.91947,0.94549,0.75324,0.61475,0.75749,0.51484,0.91214,0.00670003,0.00670003,0.00670003
35,1300.64,0.60473,0.68736,0.48025,0.92662,0.94074,0.92239,0.95092,0.73697,0.9419,0.92239,0.95088,0.74686,0.64432,0.79028,0.50789,0.91674,0.00660003,0.00660003,0.00660003
36,1337.81,0.61513,0.68862,0.48821,0.92923,0.93721,0.92052,0.94546,0.74003,0.93721,0.92052,0.94584,0.75219,0.63521,0.76077,0.51475,0.9263,0.00650003,0.00650003,0.00650003
37,1375.99,0.60597,0.69599,0.47671,0.92311,0.89439,0.90954,0.95193,0.77014,0.89439,0.90954,0.94814,0.76621,0.59375,0.71278,0.57222,0.90103,0.00640004,0.00640004,0.00640004
38,1412.51,0.58182,0.66297,0.47337,0.9202,0.91571,0.93988,0.96263,0.75024,0.92381,0.93204,0.9613,0.7564,0.59054,0.7241,0.53685,0.91009,0.00630004,0.00630004,0.00630004
39,1448.17,0.6077,0.66571,0.47892,0.92239,0.92082,0.89947,0.95485,0.76268,0.92082,0.89947,0.95245,0.7547,0.60863,0.71462,0.50019,0.91477,0.00620004,0.00620004,0.00620004
40,1484.8,0.60147,0.68636,0.47036,0.91871,0.93135,0.94729,0.96148,0.78063,0.93135,0.94729,0.96169,0.76713,0.55884,0.71198,0.4572,0.89114,0.00610004,0.00610004,0.00610004
41,1519.61,0.60638,0.66637,0.46758,0.91739,0.90645,0.94111,0.95614,0.76405,0.90858,0.93861,0.95149,0.7655,0.61303,0.66773,0.57029,0.91073,0.00600004,0.00600004,0.00600004
42,1555.32,0.59851,0.6597,0.47846,0.92483,0.93145,0.93583,0.96398,0.76054,0.96265,0.90471,0.95705,0.74095,0.61959,0.70447,0.48859,0.89943,0.00590004,0.00590004,0.00590004
43,1592.22,0.59277,0.65037,0.46805,0.91888,0.91518,0.93221,0.95379,0.76335,0.91518,0.93221,0.9537,0.76138,0.60406,0.70439,0.53213,0.9127,0.00580004,0.00580004,0.00580004
44,1628.88,0.59018,0.65969,0.46303,0.91868,0.94327,0.93559,0.96303,0.78779,0.93817,0.92646,0.94819,0.77436,0.56629,0.69317,0.46725,0.89642,0.00570004,0.00570004,0.00570004
45,1664.59,0.58584,0.67443,0.46222,0.92045,0.95294,0.88294,0.95493,0.77186,0.92498,0.91363,0.95856,0.75046,0.56813,0.69629,0.46762,0.88558,0.00560004,0.00560004,0.00560004
46,1700.15,0.58316,0.66691,0.45892,0.91521,0.95903,0.92765,0.96577,0.77302,0.95903,0.92765,0.96577,0.76786,0.57234,0.67685,0.45381,0.88779,0.00550005,0.00550005,0.00550005
47,1737.41,0.58625,0.64125,0.46934,0.91713,0.94069,0.95477,0.96948,0.78828,0.93788,0.95115,0.96475,0.77684,0.586,0.64604,0.43028,0.89377,0.00540005,0.00540005,0.00540005
48,1773.39,0.5735,0.65513,0.44654,0.91391,0.95346,0.92432,0.96328,0.77668,0.96066,0.92415,0.96012,0.76923,0.59122,0.6669,0.53137,0.9034,0.00530005,0.00530005,0.00530005
49,1810.1,0.56504,0.63704,0.43307,0.90686,0.85854,0.94036,0.96321,0.76307,0.8547,0.93674,0.96098,0.74939,0.59914,0.68155,0.58224,0.91461,0.00520005,0.00520005,0.00520005
50,1848.07,0.55861,0.61944,0.44026,0.91069,0.96298,0.93297,0.96297,0.79053,0.96298,0.93297,0.96287,0.78999,0.55076,0.66783,0.40416,0.87623,0.00510005,0.00510005,0.00510005
51,1884.3,0.55746,0.62493,0.43924,0.90496,0.97451,0.92682,0.96326,0.7783,0.97451,0.92682,0.96326,0.76722,0.59317,0.72773,0.46238,0.88902,0.00500005,0.00500005,0.00500005
52,1921.63,0.55637,0.64284,0.43526,0.90625,0.9487,0.92765,0.96166,0.77204,0.95263,0.93128,0.96375,0.77551,0.57334,0.72338,0.4572,0.89071,0.00490005,0.00490005,0.00490005
53,1959.09,0.56894,0.64475,0.44269,0.90711,0.91293,0.91115,0.9693,0.77758,0.9131,0.90966,0.96241,0.77909,0.58166,0.64936,0.605,0.90126,0.00480005,0.00480005,0.00480005
54,1996.78,0.56494,0.64921,0.44641,0.90546,0.93157,0.9604,0.96617,0.78235,0.92793,0.95678,0.96168,0.75972,0.58821,0.77386,0.44091,0.90682,0.00470005,0.00470005,0.00470005
55,2033.65,0.54689,0.63296,0.42696,0.9039,0.94559,0.91903,0.95516,0.76748,0.94191,0.91541,0.95193,0.76173,0.58936,0.70393,0.47775,0.89986,0.00460005,0.00460005,0.00460005
56,2071.25,0.55208,0.63223,0.43559,0.90677,0.93978,0.93947,0.96383,0.77732,0.93702,0.93583,0.96085,0.77311,0.56968,0.63998,0.42736,0.88862,0.00450006,0.00450006,0.00450006
57,2107.62,0.54377,0.62678,0.43088,0.90211,0.94138,0.94159,0.95984,0.76178,0.94138,0.94159,0.95752,0.76762,0.59352,0.66824,0.48173,0.91423,0.00440006,0.00440006,0.00440006
58,2144.79,0.5524,0.61028,0.42321,0.90795,0.95874,0.92784,0.96496,0.78788,0.96276,0.93146,0.96523,0.7847,0.55176,0.67527,0.44867,0.88243,0.00430006,0.00430006,0.00430006
59,2181.04,0.5444,0.62485,0.41622,0.89913,0.93257,0.95251,0.96671,0.78585,0.93257,0.95251,0.96676,0.77336,0.54803,0.64759,0.42328,0.87944,0.00420006,0.00420006,0.00420006
60,2217.6,0.54452,0.63682,0.42749,0.90162,0.96274,0.95616,0.97617,0.79637,0.9549,0.94899,0.96968,0.77577,0.55561,0.66777,0.41512,0.88358,0.00410006,0.00410006,0.00410006
61,2254.96,0.53787,0.61717,0.41539,0.90252,0.96269,0.94483,0.97345,0.79426,0.96269,0.94483,0.9721,0.78437,0.55024,0.68113,0.39008,0.87555,0.00400006,0.00400006,0.00400006
62,2293.65,0.53671,0.62297,0.41135,0.90242,0.93437,0.94391,0.96536,0.7961,0.92661,0.93679,0.9523,0.77063,0.52979,0.64972,0.41099,0.87761,0.00390006,0.00390006,0.00390006
63,2329.61,0.53393,0.62211,0.40408,0.89941,0.95147,0.95746,0.96728,0.7858,0.94901,0.95383,0.96292,0.78843,0.56582,0.67012,0.42196,0.8826,0.00380006,0.00380006,0.00380006
64,2369.12,0.53277,0.60905,0.40236,0.8971,0.9753,0.94028,0.97055,0.8034,0.9753,0.94028,0.96686,0.79542,0.51075,0.62762,0.36684,0.86327,0.00370006,0.00370006,0.00370006
65,2405.88,0.54143,0.60519,0.41556,0.8964,0.95498,0.96108,0.96907,0.78664,0.95128,0.95746,0.96876,0.7801,0.54936,0.66584,0.40532,0.88205,0.00360006,0.00360006,0.00360006
66,2444.27,0.52579,0.61596,0.41078,0.89941,0.96663,0.96192,0.97939,0.80542,0.97034,0.96088,0.97335,0.79235,0.52686,0.63352,0.37662,0.86492,0.00350007,0.00350007,0.00350007
67,2480.73,0.53008,0.59562,0.40655,0.90071,0.97143,0.9557,0.9769,0.79252,0.96519,0.95477,0.96723,0.77746,0.56009,0.68779,0.418,0.88526,0.00340007,0.00340007,0.00340007
68,2516.95,0.52147,0.60061,0.39524,0.88742,0.94188,0.96016,0.97086,0.79592,0.9474,0.95077,0.96631,0.7872,0.56741,0.64691,0.40225,0.89113,0.00330007,0.00330007,0.00330007
69,2553.31,0.52511,0.60246,0.38909,0.89459,0.96098,0.94846,0.96932,0.80633,0.96098,0.94846,0.96932,0.80398,0.53374,0.63282,0.371,0.86606,0.00320007,0.00320007,0.00320007
70,2591.36,0.51078,0.57387,0.38334,0.88918,0.95915,0.95581,0.97195,0.80487,0.96144,0.9602,0.97321,0.78932,0.53838,0.63326,0.38911,0.88344,0.00310007,0.00310007,0.00310007
71,2628.65,0.51621,0.58674,0.38259,0.89029,0.94773,0.96739,0.97499,0.80308,0.94773,0.96739,0.97499,0.78857,0.5389,0.66235,0.39706,0.87841,0.00300007,0.00300007,0.00300007
72,2665.23,0.51399,0.59045,0.38821,0.89692,0.93522,0.95746,0.9726,0.80819,0.93522,0.95746,0.9726,0.78857,0.51311,0.63419,0.38328,0.87219,0.00290007,0.00290007,0.00290007
73,2703.98,0.50934,0.58268,0.37853,0.88368,0.97,0.95477,0.97223,0.82144,0.97,0.95477,0.97151,0.79527,0.51056,0.61925,0.36563,0.86345,0.00280007,0.00280007,0.00280007
74,2741.49,0.51586,0.58796,0.38421,0.89292,0.94589,0.9546,0.97316,0.7915,0.94589,0.9546,0.97293,0.77638,0.53394,0.65512,0.39633,0.87547,0.00270007,0.00270007,0.00270007
75,2777.63,0.50342,0.60182,0.37868,0.8859,0.97289,0.94846,0.97743,0.81664,0.97289,0.94846,0.97743,0.79012,0.49863,0.62724,0.33619,0.86142,0.00260007,0.00260007,0.00260007
76,2814.63,0.50111,0.57571,0.37892,0.88869,0.96485,0.94364,0.97762,0.80589,0.96485,0.94364,0.97253,0.79122,0.52505,0.63509,0.36279,0.86914,0.00250008,0.00250008,0.00250008
77,2852.57,0.49071,0.57368,0.37105,0.88187,0.97684,0.94846,0.97253,0.81484,0.97684,0.94846,0.97189,0.79728,0.49938,0.61356,0.35671,0.86619,0.00240008,0.00240008,0.00240008
78,2889.35,0.49232,0.56719,0.36444,0.88645,0.97084,0.9595,0.97391,0.80887,0.97084,0.9595,0.97364,0.78379,0.5149,0.63141,0.33057,0.86425,0.00230008,0.00230008,0.00230008
79,2926.71,0.48934,0.56481,0.35913,0.88204,0.96745,0.95354,0.97075,0.80998,0.96745,0.95354,0.97021,0.7892,0.51741,0.62184,0.3455,0.86428,0.00220008,0.00220008,0.00220008
80,2964.62,0.48513,0.56443,0.35803,0.88187,0.97176,0.95383,0.9754,0.80184,0.97176,0.95383,0.9754,0.78983,0.52107,0.6205,0.33527,0.86271,0.00210008,0.00210008,0.00210008
81,3001.55,0.48571,0.55701,0.36503,0.88515,0.95559,0.959,0.9717,0.81705,0.95559,0.959,0.97219,0.80043,0.50099,0.61708,0.35556,0.8579,0.00200008,0.00200008,0.00200008
82,3038.47,0.48558,0.57005,0.35581,0.88117,0.96467,0.95905,0.97386,0.81269,0.96467,0.95905,0.97386,0.78974,0.51571,0.63726,0.32956,0.86478,0.00190008,0.00190008,0.00190008
83,3075.45,0.48097,0.55592,0.36132,0.8848,0.96756,0.95746,0.97558,0.81915,0.96756,0.95746,0.97315,0.80443,0.49104,0.60035,0.33011,0.85487,0.00180008,0.00180008,0.00180008
84,3112.69,0.47837,0.55135,0.3544,0.88508,0.96902,0.96201,0.97384,0.81343,0.96902,0.96201,0.97384,0.79757,0.50473,0.63579,0.33876,0.85927,0.00170008,0.00170008,0.00170008
85,3150.92,0.46995,0.53643,0.34583,0.87607,0.96779,0.96046,0.97437,0.81005,0.96779,0.96046,0.9779,0.80066,0.50798,0.62816,0.32693,0.8573,0.00160008,0.00160008,0.00160008
86,3189.1,0.47935,0.56711,0.34859,0.87903,0.96874,0.96324,0.97876,0.82264,0.96874,0.96324,0.97742,0.8012,0.49658,0.59541,0.32665,0.85483,0.00150009,0.00150009,0.00150009
87,3224.66,0.46236,0.53953,0.3364,0.87635,0.96971,0.95746,0.97578,0.82063,0.96971,0.95746,0.97865,0.80336,0.49358,0.58668,0.31947,0.86104,0.00140009,0.00140009,0.00140009
88,3261.27,0.46792,0.55003,0.33278,0.87568,0.95576,0.95914,0.97751,0.82499,0.95576,0.95914,0.97589,0.79883,0.49757,0.59773,0.32878,0.85691,0.00130009,0.00130009,0.00130009
89,3297.43,0.46545,0.54739,0.33559,0.87679,0.97406,0.96108,0.98025,0.81719,0.97406,0.96108,0.97705,0.7985,0.51072,0.60428,0.32783,0.86213,0.00120009,0.00120009,0.00120009
90,3333.74,0.45322,0.5348,0.33095,0.87484,0.97032,0.95769,0.97826,0.82148,0.97032,0.95769,0.97458,0.80386,0.50249,0.64017,0.30801,0.8562,0.00110009,0.00110009,0.00110009
91,3422.65,0.46421,0.56777,0.3268,0.85912,0.94349,0.97108,0.97661,0.81829,0.94349,0.97108,0.97661,0.80087,0.49227,0.6285,0.32505,0.84627,0.00100009,0.00100009,0.00100009
92,3465.27,0.46295,0.56535,0.31483,0.85049,0.96409,0.96655,0.97711,0.82303,0.96409,0.96655,0.97711,0.80485,0.50726,0.61147,0.31767,0.85817,0.000900091,0.000900091,0.000900091
93,3506.94,0.45613,0.56062,0.31026,0.85301,0.97114,0.967,0.97776,0.82196,0.97114,0.967,0.97676,0.81016,0.50041,0.59768,0.30724,0.85275,0.000800092,0.000800092,0.000800092
94,3552.3,0.45139,0.53882,0.29794,0.84838,0.97123,0.967,0.97841,0.82102,0.97123,0.967,0.97841,0.80073,0.49326,0.60483,0.30605,0.85227,0.000700093,0.000700093,0.000700093
95,3603.28,0.44226,0.54593,0.30181,0.84678,0.9582,0.97288,0.97904,0.8231,0.96751,0.96064,0.97553,0.81159,0.50037,0.61066,0.30146,0.85336,0.000600094,0.000600094,0.000600094
96,3651.76,0.43636,0.53809,0.29138,0.84224,0.96539,0.96833,0.97375,0.82182,0.96539,0.96833,0.97375,0.80772,0.48837,0.60671,0.29726,0.84965,0.000500095,0.000500095,0.000500095
97,3700.55,0.4373,0.5442,0.28571,0.84091,0.96565,0.97411,0.9789,0.83047,0.96459,0.97195,0.97424,0.81416,0.47901,0.60778,0.29069,0.84189,0.000400096,0.000400096,0.000400096
98,3747.84,0.42947,0.53212,0.27599,0.83605,0.97043,0.96784,0.97734,0.82643,0.97043,0.96784,0.97618,0.81202,0.47063,0.60035,0.29013,0.84478,0.000300097,0.000300097,0.000300097
99,3792.65,0.42856,0.52751,0.27682,0.8354,0.96905,0.96757,0.97909,0.82847,0.96905,0.96757,0.97637,0.81336,0.46844,0.60746,0.29455,0.84614,0.000200098,0.000200098,0.000200098
100,3839.49,0.42483,0.52817,0.26974,0.8332,0.96859,0.96833,0.97737,0.82769,0.96859,0.96833,0.97737,0.80727,0.47413,0.60755,0.2853,0.84814,0.000100099,0.000100099,0.000100099
