epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1343.7,0.83869,0.91646,0.69473,1.07349,0.88955,0.83366,0.89263,0.63531,0.88955,0.83366,0.89263,0.68433,0.82088,1.04853,0.8774,1.10122,0.0325002,0.0325002,0.0325002
37,1381.15,0.83395,0.89033,0.67584,1.07012,0.88133,0.83278,0.91116,0.65905,0.88366,0.83547,0.91294,0.70942,0.81889,0.93875,0.72933,1.09666,0.0320002,0.0320002,0.0320002
38,1418.57,0.81659,0.89573,0.68489,1.06543,0.81024,0.80295,0.86557,0.59663,0.81139,0.80657,0.86433,0.63675,0.89242,0.98588,1.00902,1.1486,0.0315002,0.0315002,0.0315002
39,1456.04,0.81967,0.88107,0.67528,1.05941,0.83629,0.82737,0.88003,0.62816,0.8454,0.81825,0.86118,0.64324,0.88215,0.98528,0.85746,1.14818,0.0310002,0.0310002,0.0310002
40,1493.1,0.82398,0.919,0.66832,1.06504,0.54941,0.45512,0.46847,0.23846,0.5657,0.46412,0.47652,0.26656,2.29359,1.03101,2.98018,53.4346,0.0305002,0.0305002,0.0305002
41,1530.49,0.81095,0.87352,0.66088,1.05627,0.94538,0.85472,0.91419,0.66672,0.95011,0.85835,0.91535,0.68848,0.79618,0.91227,0.66774,1.08118,0.0300002,0.0300002,0.0300002
42,1567.7,0.80289,0.88545,0.66135,1.05658,0.90967,0.82293,0.89414,0.65085,0.90967,0.82293,0.8915,0.66686,0.82486,0.91416,1.23642,1.11567,0.0295002,0.0295002,0.0295002
43,1605.09,0.78778,0.85598,0.66169,1.05297,0.72786,0.82363,0.88595,0.63583,0.7024,0.83088,0.87702,0.65536,0.8087,0.89427,1.14226,1.09556,0.0290002,0.0290002,0.0290002
44,1643.14,0.79484,0.86557,0.65045,1.04946,0.93275,0.83938,0.92138,0.65794,0.92866,0.83576,0.91128,0.69917,0.79549,0.87279,0.69067,1.07786,0.0285002,0.0285002,0.0285002
45,1682.76,0.78635,0.89311,0.65257,1.0487,0.87552,0.79104,0.88026,0.64118,0.87552,0.79104,0.87766,0.65653,0.8402,0.98589,0.8909,1.1194,0.0280002,0.0280002,0.0280002
46,1719.71,0.78848,0.89123,0.64287,1.04498,0.93569,0.85662,0.91979,0.68088,0.93473,0.86173,0.91596,0.70805,0.77712,0.90764,0.76762,1.07054,0.0275002,0.0275002,0.0275002
47,1758.01,0.76931,0.83912,0.63912,1.03745,0.92437,0.83836,0.91328,0.68162,0.93649,0.82654,0.89844,0.70356,0.74257,0.92128,0.94082,1.04591,0.0270002,0.0270002,0.0270002
48,1794.98,0.7794,0.85565,0.62652,1.04468,0.91851,0.79092,0.8786,0.63574,0.91851,0.79092,0.87706,0.6715,0.84858,0.99477,0.77386,1.10451,0.0265002,0.0265002,0.0265002
49,1831.66,0.75644,0.84529,0.6193,1.03111,0.93841,0.85706,0.9286,0.69473,0.93841,0.85706,0.92608,0.73906,0.74844,0.85623,0.64696,1.05069,0.0260002,0.0260002,0.0260002
50,1869.89,0.77584,0.80526,0.62085,1.04277,0.94781,0.8408,0.92005,0.66458,0.94335,0.83718,0.90632,0.67374,0.79888,1.11473,0.71732,1.07795,0.0255002,0.0255002,0.0255002
51,1906.32,0.75426,0.82779,0.61428,1.02803,0.91579,0.87354,0.92377,0.68022,0.91579,0.87354,0.91021,0.67415,0.76206,0.92076,0.6603,1.07852,0.0250003,0.0250003,0.0250003
52,1943.39,0.75886,0.82356,0.61787,1.02955,0.89135,0.88394,0.93286,0.69725,0.89499,0.88756,0.93268,0.72118,0.74518,0.91442,0.57566,1.04547,0.0245003,0.0245003,0.0245003
53,1980.52,0.7577,0.84499,0.61993,1.02414,0.95318,0.87507,0.93109,0.70034,0.95318,0.87507,0.92343,0.72186,0.71263,0.82153,0.6508,1.03678,0.0240003,0.0240003,0.0240003
54,2017.88,0.73472,0.82832,0.60113,1.01662,0.89083,0.87779,0.91736,0.67835,0.89491,0.88142,0.91808,0.6991,0.75565,0.85823,0.74213,1.05586,0.0235003,0.0235003,0.0235003
55,2054.86,0.73917,0.83393,0.59962,1.02331,0.88669,0.42984,0.49169,0.27853,0.88669,0.42984,0.48861,0.28687,2.21221,1.20105,2.54581,2.12803,0.0230003,0.0230003,0.0230003
56,2092.74,0.75849,0.833,0.61756,1.03098,0.89636,0.83632,0.91939,0.66722,0.90402,0.82558,0.91364,0.72125,0.78282,0.8714,0.70406,1.07056,0.0225003,0.0225003,0.0225003
57,2128.74,0.72901,0.82152,0.59418,1.02064,0.80623,0.85502,0.9248,0.69751,0.80623,0.85502,0.92558,0.72196,0.74142,0.82782,0.90491,1.04234,0.0220003,0.0220003,0.0220003
58,2165.35,0.73594,0.801,0.60303,1.02043,0.92223,0.90165,0.94393,0.72909,0.92223,0.90165,0.94196,0.74096,0.7046,0.82247,0.64981,1.02818,0.0215003,0.0215003,0.0215003
59,2202.65,0.71606,0.8028,0.57313,1.01255,0.93214,0.89117,0.93875,0.71224,0.93214,0.89117,0.93313,0.73268,0.74758,0.81591,0.59481,1.03514,0.0210003,0.0210003,0.0210003
60,2238.6,0.72384,0.82018,0.59174,1.01705,0.94432,0.87713,0.9425,0.71285,0.94432,0.87713,0.9357,0.73883,0.73573,0.82558,0.60302,1.0314,0.0205003,0.0205003,0.0205003
61,2276.42,0.71873,0.80103,0.58061,1.01101,0.90915,0.90651,0.93291,0.6957,0.90512,0.90289,0.92554,0.70839,0.75179,0.89816,0.61408,1.05529,0.0200003,0.0200003,0.0200003
62,2314.27,0.71679,0.80477,0.57429,1.01336,0.95654,0.87097,0.93468,0.70345,0.95654,0.87097,0.932,0.71755,0.74808,0.89384,0.63478,1.04226,0.0195003,0.0195003,0.0195003
63,2350.17,0.70636,0.78386,0.56309,1.00994,0.93443,0.89076,0.94269,0.70069,0.93918,0.89329,0.93336,0.73761,0.73225,0.83563,0.62086,1.01717,0.0190003,0.0190003,0.0190003
64,2390.04,0.70124,0.77946,0.56261,1.00059,0.90801,0.89705,0.94111,0.73348,0.90387,0.89342,0.93233,0.73348,0.67866,0.8364,0.54087,0.99536,0.0185003,0.0185003,0.0185003
65,2427.13,0.71581,0.77693,0.5664,1.00277,0.91862,0.85474,0.92904,0.70447,0.91862,0.85474,0.92778,0.71105,0.72162,0.87345,0.75774,1.03121,0.0180003,0.0180003,0.0180003
66,2465,0.69913,0.79402,0.57336,1.00449,0.9501,0.86521,0.92224,0.70278,0.95397,0.87114,0.92153,0.73061,0.71757,0.87354,0.66554,1.01687,0.0175003,0.0175003,0.0175003
67,2500.98,0.70827,0.76934,0.57418,1.01329,0.9174,0.91772,0.94332,0.71518,0.9174,0.91772,0.94034,0.7224,0.70797,0.79981,0.51678,1.02473,0.0170003,0.0170003,0.0170003
68,2537.27,0.6921,0.77031,0.55492,0.99612,0.91982,0.89681,0.9388,0.71764,0.93412,0.89998,0.93987,0.73505,0.72186,0.79995,0.61143,1.02251,0.0165003,0.0165003,0.0165003
69,2573.66,0.69684,0.78101,0.55122,1.00473,0.86984,0.9227,0.94017,0.70717,0.92332,0.88616,0.93582,0.74157,0.68468,0.81588,0.63796,1.03166,0.0160003,0.0160003,0.0160003
70,2611.75,0.67683,0.74879,0.54111,0.99118,0.67438,0.78248,0.70339,0.38003,0.7016,0.79704,0.73855,0.43017,1.39193,0.83222,1.28601,10.4515,0.0155003,0.0155003,0.0155003
71,2650.6,0.68349,0.75399,0.5366,0.99198,0.91789,0.90136,0.94817,0.73463,0.93907,0.89142,0.93562,0.71855,0.67481,0.83743,0.54594,0.99852,0.0150004,0.0150004,0.0150004
72,2687.31,0.66973,0.76119,0.53708,0.99509,0.9252,0.86173,0.9357,0.71311,0.91948,0.87472,0.93126,0.72671,0.69034,0.8319,0.58012,1.00225,0.0145004,0.0145004,0.0145004
73,2724.01,0.64987,0.74683,0.51549,0.97497,0.94557,0.91899,0.94151,0.72771,0.94327,0.91083,0.93426,0.74358,0.67523,0.81816,0.50475,0.99797,0.0140004,0.0140004,0.0140004
74,2761.76,0.65837,0.76108,0.52128,0.98813,0.94262,0.9033,0.94762,0.73657,0.94946,0.89423,0.94338,0.75339,0.6528,0.77965,0.54483,0.98898,0.0135004,0.0135004,0.0135004
75,2797.58,0.66263,0.76643,0.52493,0.98488,0.93761,0.90963,0.95149,0.74298,0.93761,0.90963,0.94465,0.7402,0.64143,0.77173,0.5333,0.9743,0.0130004,0.0130004,0.0130004
76,2835.11,0.65879,0.73623,0.5204,0.98745,0.94426,0.90603,0.94109,0.73315,0.9524,0.91328,0.94569,0.74545,0.68011,0.75269,0.51247,1.00042,0.0125004,0.0125004,0.0125004
77,2872.45,0.65033,0.73381,0.50834,0.98245,0.93793,0.9141,0.94977,0.73508,0.93672,0.91047,0.93831,0.73268,0.67422,0.78855,0.51534,0.9816,0.0120004,0.0120004,0.0120004
78,2909.17,0.64598,0.72389,0.50569,0.98085,0.96282,0.9051,0.95228,0.74698,0.96246,0.90601,0.94994,0.75471,0.6515,0.78216,0.50539,0.97522,0.0115004,0.0115004,0.0115004
79,2946.93,0.63683,0.71311,0.49488,0.97302,0.91956,0.90632,0.95073,0.7318,0.91538,0.9027,0.939,0.73715,0.64668,0.78658,0.5664,0.99009,0.0110004,0.0110004,0.0110004
80,2984.3,0.63393,0.72651,0.49795,0.97401,0.94966,0.9141,0.95159,0.75446,0.95358,0.91772,0.95086,0.76528,0.63676,0.74798,0.47159,0.97593,0.0105004,0.0105004,0.0105004
81,3021.04,0.63449,0.724,0.50148,0.98029,0.93136,0.92521,0.9501,0.74723,0.92741,0.92173,0.94393,0.74068,0.63496,0.77638,0.51193,0.97124,0.0100004,0.0100004,0.0100004
82,3057.42,0.62734,0.71899,0.48,0.96789,0.92596,0.93852,0.95356,0.74235,0.93218,0.9285,0.94969,0.74725,0.66054,0.7593,0.52505,0.98236,0.0095004,0.0095004,0.0095004
83,3095.13,0.62382,0.69814,0.48899,0.97056,0.94871,0.91043,0.94902,0.74578,0.94871,0.91043,0.94616,0.76071,0.6525,0.75305,0.49057,0.98205,0.00900041,0.00900041,0.00900041
84,3131.9,0.61848,0.70728,0.48321,0.97322,0.9223,0.93314,0.95373,0.75725,0.9142,0.93004,0.9478,0.77031,0.62216,0.75337,0.46648,0.96296,0.00850042,0.00850042,0.00850042
85,3169.51,0.60747,0.68055,0.4655,0.96546,0.96373,0.91131,0.9504,0.75328,0.96373,0.91131,0.9504,0.7585,0.6443,0.74925,0.47925,0.97009,0.00800042,0.00800042,0.00800042
86,3207.01,0.61356,0.71233,0.48168,0.96804,0.93679,0.93104,0.95669,0.76417,0.93679,0.93104,0.95669,0.76067,0.65614,0.74274,0.49821,0.97066,0.00750043,0.00750043,0.00750043
87,3243.17,0.5892,0.67307,0.46055,0.95651,0.96178,0.9294,0.95667,0.75922,0.96178,0.9294,0.95654,0.76396,0.62319,0.72621,0.46686,0.96105,0.00700043,0.00700043,0.00700043
88,3280.04,0.59755,0.69813,0.45593,0.95648,0.95902,0.90789,0.95387,0.74881,0.95902,0.90789,0.95261,0.76258,0.6371,0.72232,0.46754,0.97019,0.00650044,0.00650044,0.00650044
89,3316.95,0.59706,0.69015,0.45878,0.96055,0.96379,0.92392,0.95844,0.76655,0.96379,0.92392,0.95627,0.77155,0.59906,0.7128,0.431,0.94334,0.00600044,0.00600044,0.00600044
90,3353.3,0.58593,0.68071,0.4559,0.95474,0.93579,0.93034,0.9553,0.76093,0.93579,0.93034,0.95106,0.75806,0.61567,0.73462,0.45355,0.95655,0.00550044,0.00550044,0.00550044
91,3439,0.61607,0.7421,0.47093,0.98186,0.95357,0.91578,0.955,0.76603,0.9494,0.91216,0.95371,0.75757,0.60536,0.72266,0.48577,0.96083,0.00500045,0.00500045,0.00500045
92,3476.06,0.60558,0.72644,0.44426,0.97492,0.93296,0.88837,0.94761,0.75329,0.93296,0.88837,0.94335,0.74666,0.63215,0.76413,0.48361,0.96315,0.00450045,0.00450045,0.00450045
93,3511.82,0.58784,0.72643,0.43168,0.96478,0.82919,0.90237,0.89559,0.71467,0.83568,0.90738,0.89741,0.70857,0.63087,0.71781,0.52142,0.96135,0.00400046,0.00400046,0.00400046
94,3547.93,0.58197,0.69551,0.41994,0.96112,0.94356,0.93602,0.95939,0.77346,0.94356,0.93602,0.95939,0.76122,0.5912,0.72798,0.43146,0.93956,0.00350046,0.00350046,0.00350046
95,3585.2,0.57538,0.69043,0.40851,0.95656,0.9332,0.94577,0.96074,0.76775,0.9332,0.94577,0.96055,0.76988,0.59256,0.71988,0.41549,0.94565,0.00300047,0.00300047,0.00300047
96,3620.7,0.57056,0.69231,0.40789,0.95512,0.94844,0.93148,0.95919,0.7808,0.95495,0.93779,0.96198,0.76769,0.57617,0.72752,0.41541,0.9397,0.00250048,0.00250048,0.00250048
97,3661.67,0.55893,0.68607,0.39697,0.94581,0.94123,0.93899,0.9619,0.77807,0.94123,0.93899,0.9616,0.77388,0.58876,0.70929,0.409,0.942,0.00200048,0.00200048,0.00200048
98,3699.32,0.55328,0.68383,0.38702,0.93808,0.95626,0.92505,0.95872,0.77549,0.95626,0.92505,0.95869,0.7687,0.57951,0.70008,0.41061,0.94035,0.00150049,0.00150049,0.00150049
99,3734.91,0.54233,0.66565,0.3825,0.93592,0.95453,0.92859,0.96102,0.78008,0.95453,0.92859,0.96102,0.77601,0.57738,0.70534,0.40866,0.93665,0.00100049,0.00100049,0.00100049
100,3770.24,0.53581,0.67233,0.37234,0.93229,0.94383,0.9349,0.96009,0.78011,0.94383,0.9349,0.96009,0.77182,0.56575,0.70183,0.40308,0.93084,0.000500495,0.000500495,0.000500495
